SMILES,title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_i_glide_gscore,r_i_glide_lipo,r_i_glide_hbond,r_i_glide_metal,r_i_glide_rewards,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_erotb,r_i_glide_esite,r_i_glide_emodel,r_i_glide_energy,r_i_glide_einternal
CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,"2794",87,Done,2.26,-1.53869,"5edu_chain-A_Grid",-3.83759,-1.64171,0,-0,-0.348059,-39.3967,-1.54315,0.361033,-0.00754967,-45.0725,-40.9399,11.1379
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,"2812",88,Done,1.47,-3.75101,"5edu_chain-A_Grid",-3.75171,-1.69742,0,-0,-1.22857,-27.9364,-0.451771,0.63887,0,-31.6847,-28.3882,6.33078
C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,"6480466",380,Done,4.51,-3.85056,"5edu_chain-A_Grid",-3.85116,-1.31754,-0.470513,-0,0.283112,-38.5961,-5.77455,0.505718,-0.0559503,-48.4582,-44.3706,12.5961
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,"5625",381,Done,5.03,-6.1,"5edu_chain-A_Grid",-6.1256,-2.04697,0,-0,-0.465611,-33.4391,-13.9159,0.482084,-0.335774,-59.6929,-47.3549,8.8613
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc([N-]S(C)(=O)=O)ccc3[nH]2)CC1,"5625",382,Done,4.27,-4.80476,"5edu_chain-A_Grid",-5.25456,-1.72314,-0.16,-0,-0.45594,-30.0927,-10.5638,0.484027,-0.310301,-50.9227,-40.6565,6.99916
CC(C)Nc1ccc[nH+]c1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,"5625",383,Done,5.52,-1.44799,"5edu_chain-A_Grid",-3.89249,-1.35991,-0.141644,-0,-0.273088,-37.2989,-4.18759,0.480152,-0.104926,-51.5426,-41.4865,2.26825
CC[NH2+][C@@H](C)Cc1cccc(C(F)(F)F)c1,"66265",384,Done,2.09,-4.45639,"5edu_chain-A_Grid",-4.45939,-1.63176,0,-0,-2.02717,-17.602,-3.81831,0.952397,-0.3,-28.8819,-21.4204,4.90794
Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,"9578005",385,Done,2.02,-3.99728,"5edu_chain-A_Grid",-4.33368,-0.730868,-0.16,-0,-1.30869,-24.3401,-9.57823,0.706602,-0.186981,-42.9902,-33.9183,2.04268
Cc1c(OCC(F)(F)F)cc[nH+]c1C[S@@](=O)c1nc2ccccc2[nH]1,"9578005",386,Done,2.63,-4.02012,"5edu_chain-A_Grid",-4.54862,-0.84021,0,-0,-1.46286,-25.944,-10.5931,0.703169,-0.0625519,-48.9056,-36.5371,1.44338
Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[n-]1,"9578005",387,Done,1.47,-2.19356,"5edu_chain-A_Grid",-4.71816,-0.811926,-0.486748,-0,-1.54502,-24.6801,-9.0035,0.71006,0,-42.7505,-33.6835,1.57072
Cc1c(OCC(F)(F)F)cc[nH+]c1C[S@@](=O)c1nc2ccccc2[n-]1,"9578005",388,Done,2.01,-2.25779,"5edu_chain-A_Grid",-5.03099,-0.938412,-0.469036,-0,-1.36472,-24.7585,-11.5074,0.706602,-0.00138588,-47.6559,-36.2659,0.901153
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,"148124",389,Done,14.13,-1.68905,"5edu_chain-A_Grid",-1.68985,-0.687423,0,-0,0.748541,-27.4875,-3.589,0.161753,0,-25.5499,-31.0765,12.7353
C[N@@H+](CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,"71329",390,Done,5.7,-7.22543,"5edu_chain-A_Grid",-7.42113,-1.47397,-0.456,-0,-0.549869,-25.015,-28.7697,0.918253,-0.608797,-78.8398,-53.7847,3.07702
C[N@H+](CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,"71329",391,Done,6.15,-6.95898,"5edu_chain-A_Grid",-7.15468,-1.35511,-0.456,-0,-0.39144,-26.0626,-27.1495,0.918253,-0.567253,-76.1162,-53.2121,6.91906
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,"71329",392,Done,6.08,-5.97151,"5edu_chain-A_Grid",-7.04221,-1.64771,-0.456,-0,-0.499833,-25.405,-23.7356,0.922062,-0.530139,-70.4768,-49.1406,6.85981
C[N@@H+](CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc([N-]S(C)(=O)=O)cc1,"71329",393,Done,5.91,-5.35366,"5edu_chain-A_Grid",-7.00326,-1.58091,0,-0,-0.581742,-28.7689,-32.961,0.922062,-0.324222,-92.1871,-61.7299,7.37708
C[N@H+](CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc([N-]S(C)(=O)=O)cc1,"71329",394,Done,7.14,-5.64828,"5edu_chain-A_Grid",-7.29788,-1.61731,-0.16,-0,-0.581029,-28.0002,-33.5167,0.922062,-0.461585,-93.6344,-61.5169,9.67677
C[N@@H+](CCOc1ccc([N-]S(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,"71329",395,Done,6.03,-4.7617,"5edu_chain-A_Grid",-6.8199,-1.69823,0,-0,-0.548406,-23.9064,-29.3152,0.922062,-0.3,-84.4094,-53.2216,5.29767
C[N@H+](CCOc1ccc([N-]S(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,"71329",396,Done,6.21,-3.28513,"5edu_chain-A_Grid",-5.34333,-1.02326,-0.16,-0,-0.573164,-19.9035,-20.3309,0.922062,-0.464147,-57.3455,-40.2345,11.2518
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc([N-]S(C)(=O)=O)cc1,"71329",397,Done,5.99,-5.58677,"5edu_chain-A_Grid",-8.11147,-2.2109,-0.32,-0,-0.596148,-39.2064,-24.3333,0.925895,-0.3,-98.083,-63.5397,8.72507
CN(CCOc1ccc([N-]S(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,"71329",398,Done,5.7,-4.11943,"5edu_chain-A_Grid",-7.05263,-1.36365,-0.16,-0,-0.584458,-28.1951,-33.748,0.925895,-0.460662,-92.4862,-61.9431,7.24124
C[N@@H+](CCOc1ccc([N-]S(C)(=O)=O)cc1)CCc1ccc([N-]S(C)(=O)=O)cc1,"71329",399,Done,6.92,-3.52647,"5edu_chain-A_Grid",-7.03857,-1.93631,0,-0,-0.102266,-31.3302,-33.2469,0.925895,-0.359383,-91.8565,-64.5772,11.6689
C[N@H+](CCOc1ccc([N-]S(C)(=O)=O)cc1)CCc1ccc([N-]S(C)(=O)=O)cc1,"71329",400,Done,6.98,-3.24846,"5edu_chain-A_Grid",-6.76056,-1.47547,0,-0,-0.577329,-25.1925,-33.8891,0.925895,-0.374032,-84.7554,-59.0816,14.9848
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,"64139",401,Done,1.01,-3.96473,"5edu_chain-A_Grid",-4.05133,-1.47089,0,-0,-1.39162,-27.9305,-0.645589,0.373424,-0.0688872,-34.7198,-28.5761,1.05639
O=C1[N-]c2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,"64139",402,Done,1.15,-2.68003,"5edu_chain-A_Grid",-3.86183,-1.50585,0,-0,-1.39054,-27.3011,0.521448,0.375531,-0.0541315,-32.9191,-26.7797,0.893689
Cc1cnc(Nc2ccc(OCC[NH+]3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,"16722836",404,Done,7.91,-3.21306,"5edu_chain-A_Grid",-3.24496,-0.612618,-0.590986,-0,0.327148,-28.9619,-9.65917,0.670385,-0.141914,-45.3487,-38.6211,3.00758
Cc1c[nH+]c(Nc2ccc(OCC[NH+]3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,"16722836",405,Done,5.67,-2.41623,"5edu_chain-A_Grid",-4.54173,-1.91098,-0.2,-0,-0.333409,-34.3635,-5.95056,0.668026,-0.154614,-49.3887,-40.314,12.4789
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,"16722836",406,Done,6.23,-0.963082,"5edu_chain-A_Grid",-3.17998,-1.08592,-0.16,-0,0.622881,-38.5059,-8.01642,0.672756,-0.101939,-49.4236,-46.5223,7.79362
Cc1cnc(Nc2ccc(OCC[NH+]3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)[N-]C(C)(C)C)c1,"16722836",407,Done,4.81,0.773866,"5edu_chain-A_Grid",-3.46513,-0.724545,-0.16,-0,1.23414,-36.0773,-16.7247,0.672756,-0.174909,-53.536,-52.8021,15.3765
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@H]1c1cccc(Cl)c1Cl,"3333",408,Done,1.57,-3.06772,"5edu_chain-A_Grid",-3.06772,-0.829685,-0.0130042,-0,-0.788913,-28.7509,-3.38973,0.526667,-0.0167792,-37.0091,-32.1407,0.827863
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc(Cl)c1Cl,"3333",409,Done,1.45,-4.17284,"5edu_chain-A_Grid",-4.17284,-1.17942,-0.32,-0,-1.05562,-29.4876,-4.46726,0.526667,0,-41.7198,-33.9549,1.42786
CC[NH2+][C@H](C)Cc1cccc(C(F)(F)F)c1,"3337",410,Done,2.35,-4.46771,"5edu_chain-A_Grid",-4.47071,-1.70464,0,-0,-2.0281,-18.8993,-2.96942,0.952397,-0.3,-30.2326,-21.8687,3.1648
CC[NH2+][C@@H](C)Cc1cccc(C(F)(F)F)c1,"3337",411,Done,2.1,-4.45639,"5edu_chain-A_Grid",-4.45939,-1.63176,0,-0,-2.02717,-17.602,-3.81831,0.952397,-0.3,-28.8819,-21.4204,4.90794
CNc1ccc(/C=C/c2ccc(OCCOCCOCC[18F])cc2)cc1,"11501341",412,Done,6.63,-3.36252,"5edu_chain-A_Grid",-3.36272,-0.899223,-0.171567,-0,-0.958351,-33.1895,-7.05153,1.48362,-0.1,-47.0563,-40.241,5.15998
CNc1ccc(/C=C/c2ccc(OCCOCCOCC[18F])nc2)cc1,"24822371",413,Done,6.03,-4.55833,"5edu_chain-A_Grid",-4.55853,-1.12615,-0.32,-0.468773,-0.950102,-30.2867,-10.3703,1.47638,-0.1,-50.504,-40.657,7.00402
Fc1ccc(C(c2ccc(F)cc2)N2CC[NH+](C/C=C/c3ccccc3)CC2)cc1,"941361",414,Done,2.62,-3.64106,"5edu_chain-A_Grid",-4.06346,-1.71803,0,-0,-0.802633,-32.702,-3.34344,0.597611,-0.00378491,-43.5653,-36.0455,4.99595
Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,"941361",415,Done,3.63,-3.56967,"5edu_chain-A_Grid",-4.03777,-1.85496,0,-0,-0.842838,-31.8075,-2.0745,0.600297,-0.0387223,-40.0276,-33.882,5.4873
Fc1ccc(C(c2ccc(F)cc2)[NH+]2CCN(C/C=C/c3ccccc3)CC2)cc1,"941361",416,Done,3.4,-2.00572,"5edu_chain-A_Grid",-3.71282,-1.96426,0,-0,-0.777633,-29.864,-0.472154,0.597611,-0.00451632,-39.28,-30.3361,1.76707
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,"15209",417,Done,2.31,-3.39255,"5edu_chain-A_Grid",-3.39255,-1.00574,0,-0,-0.516195,-19.708,-7.28972,0.209227,-0.000988992,-32.6057,-26.9977,0.770433
C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)([O-])[O-])c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,"135413538",418,Done,7.84,-6.51499,"5edu_chain-A_Grid",-6.77729,-0.742244,-0.36,-0,0,-32.338,-27.5767,0.210719,-0.268864,-92.7278,-59.9146,19.976
C[C@@H](O[C@H]1OCCN(Cc2nn([P@](=O)([O-])O)c(=O)[n-]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,"135413538",419,Done,7.94,-6.45207,"5edu_chain-A_Grid",-7.16927,-0.586495,-0.16,-1.47338,0,-26.2359,-25.1586,0.266878,-0.130695,-77.1663,-51.3945,9.91654
C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)([O-])O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,"135413538",420,Done,7.02,-5.33995,"5edu_chain-A_Grid",-7.00995,-0.607987,-0.16,-1.35496,0,-28.9676,-23.8283,0.264934,-0.129313,-80.4641,-52.796,5.50181
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)([O-])[O-])C(=O)C(C)(C)O4)n2)cc(OC)c1OC,"11671467",421,Done,5.53,-5.37039,"5edu_chain-A_Grid",-5.44379,-1.13831,-0.416778,-0,-0.696292,-40.5083,-9.41551,0.276634,-0.0313035,-61.0913,-49.9238,14.387
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)([O-])O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,"11671467",422,Done,5.88,-3.63972,"5edu_chain-A_Grid",-4.91412,-0.554164,-0.419672,-0,0,-39.2928,-14.6119,0.336717,-0.120585,-70.4375,-53.9047,7.7933
C/C(=C(/CCO)SSC[C@H]1CCCO1)N(C=O)Cc1cnc(C)nc1N,"3002119",423,Done,7.04,-6.81842,"5edu_chain-A_Grid",-6.82582,-0.925114,-0.540851,-2.3,-0.82507,-31.7276,-10.899,0.986447,0,-55.2431,-42.6267,10.7229
C/C(=C(/CCO)SSC[C@@H]1CCCO1)N(C=O)Cc1cnc(C)nc1N,"3002119",424,Done,6.14,-3.6248,"5edu_chain-A_Grid",-3.6322,-1.01881,-0.32,-0,-0.979296,-30.0294,-4.96204,0.986447,-0.0547677,-40.4784,-34.9914,4.33303
C/C(=C(/CCO)SSC[C@H]1CCCO1)N(C=O)Cc1c[nH+]c(C)nc1N,"3002119",425,Done,6.88,-5.10244,"5edu_chain-A_Grid",-7.79964,-0.763224,-0.808,-2.3,-0.809864,-25.9723,-17.7857,0.981973,-0.134056,-67.7583,-43.758,8.0026
C/C(=C(/CCO)SSC[C@@H]1CCCO1)N(C=O)Cc1c[nH+]c(C)nc1N,"3002119",426,Done,5.78,-2.47644,"5edu_chain-A_Grid",-5.17364,-1.28483,-0.407538,-0,-0.869681,-20.6548,-15.981,0.981973,-0.163673,-48.4167,-36.6358,3.50133
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,"5362440",431,Done,17.45,-5.97245,"5edu_chain-A_Grid",-6.66905,-1.48563,-0.576,-1.34109,-0.238331,-32.8655,-12.8568,0.54379,0,-58.6594,-45.7222,14.1557
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CC[N@H+]1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,"5362440",432,Done,17.95,-4.94286,"5edu_chain-A_Grid",-6.07396,-2.57308,-0.305534,-0,-0.141593,-45.914,-8.64982,0.541009,-0.00158615,-68.2982,-54.5638,16.5395
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CC[N@@H+]1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,"5362440",433,Done,14.93,-3.04384,"5edu_chain-A_Grid",-4.17494,-1.76007,0,-0,-0.13333,-41.5399,-4.85851,0.541009,-0.0167833,-56.1716,-46.3984,5.95526
CC(C)(C)NC(=O)[C@@H]1C[N@H+](Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,"5362440",434,Done,14.47,-2.44883,"5edu_chain-A_Grid",-4.00223,-1.14686,-0.357771,-0,-0.133272,-35.4573,-7.49102,0.541009,-0.0088255,-51.9377,-42.9483,6.9051
CC(C)(C)NC(=O)[C@@H]1C[N@@H+](Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,"5362440",435,Done,16.06,-3.80495,"5edu_chain-A_Grid",-5.35835,-1.4935,-0.304,-0,-0.0874854,-33.4571,-14.6146,0.541009,-0.149319,-61.0072,-48.0717,12.8334
CCCCC1=[NH+]C2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[n-]n2)cc1,"3749",436,Done,4.29,-2.84269,"5edu_chain-A_Grid",-3.11429,-0.645098,0,-0,-0.663851,-30.4601,-6.01588,0.649034,-0.0289921,-43.281,-36.4759,2.87699
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[n-]n2)cc1,"3749",437,Done,4.24,-2.68574,"5edu_chain-A_Grid",-3.28014,-1.23866,0,-0,-0.552505,-35.4427,-2.43308,0.651807,-0.00368811,-45.3651,-37.8758,0.929965
N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,"71657455",440,Done,4.2,-4.21807,"5edu_chain-A_Grid",-4.21827,-1.47353,-0.838907,-0,1.38542,-37.0817,-11.4928,0.390189,-0.103439,-50.0123,-48.5745,12.308
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,"3823",441,Done,5.68,-7.09271,"5edu_chain-A_Grid",-7.14151,-0.851853,-0.57246,-2.3,-0.113431,-30.3037,-14.6047,0.511084,-0.108963,-60.9379,-44.9084,6.75562
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,"3823",442,Done,6.52,-6.09769,"5edu_chain-A_Grid",-6.14649,-0.959908,-0.32,-2.3,-0.113294,-25.8917,-10.3504,0.511084,-0.117228,-49.8506,-36.2421,5.56502
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,"3823",443,Done,6.44,-6.77341,"5edu_chain-A_Grid",-6.82221,-1.58984,-0.32,-1.96262,-0.129529,-33.8655,-10.2111,0.511084,-0.106363,-63.4486,-44.0766,5.08384
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,"3823",444,Done,6.86,-6.39302,"5edu_chain-A_Grid",-6.44182,-0.85752,-0.32,-2.3,-0.108929,-30.2351,-11.6294,0.511084,-0.110284,-56.2731,-41.8645,8.20934
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@](Cn4cc[nH+]c4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,"3823",445,Done,6.71,-5.39442,"5edu_chain-A_Grid",-6.89762,-0.949974,-0.32,-2.3,0.108691,-32.0694,-14.0518,0.509304,-0.234396,-65.4002,-46.1213,10.3244
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4cc[nH+]c4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,"3823",446,Done,5.59,-5.51069,"5edu_chain-A_Grid",-7.01389,-1.35156,-0.32,-2.3,-0.102282,-31.8388,-11.716,0.509304,-0.1,-63.4378,-43.5548,3.43349
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cc[nH+]c4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,"3823",447,Done,5.93,-5.67635,"5edu_chain-A_Grid",-7.17955,-1.27987,-0.42352,-1.57705,-0.0918581,-27.4799,-17.891,0.509304,-0.258904,-62.5223,-45.3709,7.61381
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@@](Cn4cc[nH+]c4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,"3823",448,Done,6.21,-5.68133,"5edu_chain-A_Grid",-7.18453,-1.00235,-0.52,-2.3,-0.114145,-26.6441,-14.5921,0.509304,-0.236305,-60.125,-41.2362,9.66216
Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,"3883",449,Done,2.08,-3.99728,"5edu_chain-A_Grid",-4.33368,-0.730868,-0.16,-0,-1.30869,-24.3401,-9.57823,0.706602,-0.186981,-42.9902,-33.9183,2.04268
Cc1c(OCC(F)(F)F)ccnc1C[S@](=O)c1nc2ccccc2[nH]1,"3883",450,Done,2.27,-5.31886,"5edu_chain-A_Grid",-5.65526,-0.844519,-0.519539,-0,-1.14863,-22.5284,-16.4126,0.706602,-0.26086,-49.1613,-38.941,7.65041
Cc1c(OCC(F)(F)F)cc[nH+]c1C[S@@](=O)c1nc2ccccc2[nH]1,"3883",451,Done,2.73,-4.02012,"5edu_chain-A_Grid",-4.54862,-0.84021,0,-0,-1.46286,-25.944,-10.5931,0.703169,-0.0625519,-48.9056,-36.5371,1.44338
Cc1c(OCC(F)(F)F)cc[nH+]c1C[S@](=O)c1nc2ccccc2[nH]1,"3883",452,Done,2.52,-2.91917,"5edu_chain-A_Grid",-3.44767,-0.463899,0,-0,-1.01,-27.2454,-8.07164,0.703169,-0.103923,-43.0038,-35.317,1.46301
Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[n-]1,"3883",453,Done,1.52,-2.19356,"5edu_chain-A_Grid",-4.71816,-0.811926,-0.486748,-0,-1.54502,-24.6801,-9.0035,0.71006,0,-42.7505,-33.6835,1.57072
Cc1c(OCC(F)(F)F)ccnc1C[S@](=O)c1nc2ccccc2[n-]1,"3883",454,Done,2.08,-1.69706,"5edu_chain-A_Grid",-4.22166,-0.538533,-0.314476,-0,-1.27038,-24.6813,-10.3218,0.71006,-0.0259891,-43.0488,-35.0032,2.33013
Cc1c(OCC(F)(F)F)cc[nH+]c1C[S@@](=O)c1nc2ccccc2[n-]1,"3883",455,Done,2.09,-2.25779,"5edu_chain-A_Grid",-5.03099,-0.938412,-0.469036,-0,-1.36472,-24.7585,-11.5074,0.706602,-0.00138588,-47.6559,-36.2659,0.901153
Cc1c(OCC(F)(F)F)cc[nH+]c1C[S@](=O)c1nc2ccccc2[n-]1,"3883",456,Done,1.92,-1.76417,"5edu_chain-A_Grid",-4.53737,-0.96859,-0.0518408,-0,-1.49345,-23.3313,-10.0739,0.706602,-0.0524328,-42.3637,-33.4052,2.06414
COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,"9823820",457,Done,2.76,-4.29094,"5edu_chain-A_Grid",-4.29784,-1.26177,-0.398934,-0,-0.495493,-28.7096,-7.17392,0.544714,-0.174783,-44.6702,-35.8835,3.69021
COc1cc2[nH+]ccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,"9823820",458,Done,3.85,-0.435845,"5edu_chain-A_Grid",-3.07664,-0.48187,-0.16,-0,-0.357332,-34.6038,-5.07369,0.542394,-0.128592,-46.8457,-39.6775,3.65426
COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)[O-])N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,"45138674",459,Done,7.71,-3.82594,"5edu_chain-A_Grid",-3.82994,-1.63935,-0.2,-0,3.4898e-08,-34.0811,-2.29171,0.163996,-0.106777,-42.4221,-36.3728,9.13795
C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,"5359371",460,Done,1.51,-3.69842,"5edu_chain-A_Grid",-3.73912,-1.39024,0,-0,-1.59343,-21.0022,-1.0419,0.450944,0,-26.6411,-22.0441,0.430272
C=CC[N@@H+]1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,"5359371",461,Done,1.48,-2.75228,"5edu_chain-A_Grid",-4.50258,-0.894719,-0.32,-0,-1.54489,-17.7325,-8.46043,0.448168,-0.0354449,-34.8029,-26.1929,0.0336673
C=CC[N@H+]1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,"5359371",462,Done,1.49,-3.34041,"5edu_chain-A_Grid",-5.09071,-1.41987,0,-0,-2.42341,-25.9063,-2.66856,0.448168,0,-36.4274,-28.5748,3.16219
C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc([O-])cc13,"5359371",463,Done,2.32,-0.878334,"5edu_chain-A_Grid",-3.39613,-0.631464,-0.16,-0,-1.48364,-15.1614,-3.93225,0.226873,0,-23.953,-19.0936,0.316508
CCOC(=O)C1=C(COCC[NH3+])NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl,"9822750",464,Done,7.15,-5.09019,"5edu_chain-A_Grid",-5.09359,-1.03985,-0.484363,-0,-0.899694,-30.9565,-12.2831,0.820602,-0.1,-61.3114,-43.2396,1.57178
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,"47576",465,Done,5.67,-6.09769,"5edu_chain-A_Grid",-6.14649,-0.959908,-0.32,-2.3,-0.113294,-25.8917,-10.3504,0.511084,-0.117228,-49.8506,-36.2421,5.56502
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4cc[nH+]c4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,"47576",466,Done,5.37,-5.51069,"5edu_chain-A_Grid",-7.01389,-1.35156,-0.32,-2.3,-0.102282,-31.8388,-11.716,0.509304,-0.1,-63.4378,-43.5548,3.43349
NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,"148195",467,Done,2.68,-6.11154,"5edu_chain-A_Grid",-6.11194,-1.90176,-0.565821,-0,-0.163534,-50.0392,-6.94774,0.0635151,-0.000217648,-71.7124,-56.987,6.83702
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Cl)CC[C@H]12)c1ccccc1,"5284585",468,Done,1.95,-4.12916,"5edu_chain-A_Grid",-4.42446,-1.00862,-0.529842,-0,-1.19781,-20.4694,-7.28798,0.469618,-0.041137,-36.1589,-27.7574,1.10323
[NH3+][C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Cl)CC[C@H]12)c1ccccc1,"5284585",469,Done,1.96,-3.77842,"5edu_chain-A_Grid",-4.40802,-0.289765,-0.466638,-0,-1.14368,-17.0676,-13.1185,0.467216,-0.154008,-42.7507,-30.186,1.263
